audio_id,dataset,category,audio_file,engine,status,cer,substitution,deletion,insertion,reference_chars,reference_text,hypothesis_text,error
speech_S000023_000440,KconfSpeech,meeting,evaluation\speech_data\원천데이터\KconfSpeech_train_D20_wav_0\D20\G02\S000023\000440.wav,clova,OK,7.37,2,4,1,95,사교육이 여기에 개입+개입할 수 있는 여지도 있는 그런 교육이 가능하기 때문에 그렇다고 보는 거거든요? 모든 학교가 나름대로의 교육 과정에 자율성이 보장되고 그 자체가 평가되는 것이 대학 입시 존중되는 형태가 된+된다고 했을 경우에,사교육이 여기에 개입할 수 있는 여지를 있는 그런 교육이 가능하기 때문에 그렇다고 보는 거거든요. 모든 학교 나름대로의 교육과정의 자율성이 보장되고 그 자체가 평가되는 것이 대학 입시에 존중되는 형태가 된다고 했을 경우에.,
speech_S000023_000440,KconfSpeech,meeting,evaluation\speech_data\원천데이터\KconfSpeech_train_D20_wav_0\D20\G02\S000023\000440.wav,azure,OK,7.37,3,4,0,95,사교육이 여기에 개입+개입할 수 있는 여지도 있는 그런 교육이 가능하기 때문에 그렇다고 보는 거거든요? 모든 학교가 나름대로의 교육 과정에 자율성이 보장되고 그 자체가 평가되는 것이 대학 입시 존중되는 형태가 된+된다고 했을 경우에,사교육이 여기 개입할 수 있는 여지를 있는 그런 교육이 가능하기 때문에 그렇다고 보는 거거든요. 모든 학교가 나름대로의 교육과정이 자율성이 보장되고 그 자체가 평가되는 것이 대학이 존중되는 형태가 된 된다고 했을 경우에.,
speech_S000023_000440,KconfSpeech,meeting,evaluation\speech_data\원천데이터\KconfSpeech_train_D20_wav_0\D20\G02\S000023\000440.wav,whisper,OK,9.47,5,4,0,95,사교육이 여기에 개입+개입할 수 있는 여지도 있는 그런 교육이 가능하기 때문에 그렇다고 보는 거거든요? 모든 학교가 나름대로의 교육 과정에 자율성이 보장되고 그 자체가 평가되는 것이 대학 입시 존중되는 형태가 된+된다고 했을 경우에,사교육에 여기에 개입할 수 있는 여지를 잇는 그런 교육이 가능하기 때문에 그렇다고 보는 거거든요 모든 학교가 나름대로의 교육과정의 자율성이 보장되고 그 자체가 평가되는 것이 대학이 존중되는 형태가 된다고 했을 경우에,
speech_S000023_000440,KconfSpeech,meeting,evaluation\speech_data\원천데이터\KconfSpeech_train_D20_wav_0\D20\G02\S000023\000440.wav,google,OK,4.21,1,3,0,95,사교육이 여기에 개입+개입할 수 있는 여지도 있는 그런 교육이 가능하기 때문에 그렇다고 보는 거거든요? 모든 학교가 나름대로의 교육 과정에 자율성이 보장되고 그 자체가 평가되는 것이 대학 입시 존중되는 형태가 된+된다고 했을 경우에,사교육이 여기에 개입할 수 있는 여지도 있는 그런 교육이 가능하기 때문에 그렇다고 보는 거거든요. 모든 학교가 나름대로의 교육 과정이 자율성이 보장되고 그 자체가 평가되는 것이 대학입시 존중되는 형태가 된다고 했을 경우에.,
speech_S000023_000440,KconfSpeech,meeting,evaluation\speech_data\원천데이터\KconfSpeech_train_D20_wav_0\D20\G02\S000023\000440.wav,assemblyai,OK,7.37,4,3,0,95,사교육이 여기에 개입+개입할 수 있는 여지도 있는 그런 교육이 가능하기 때문에 그렇다고 보는 거거든요? 모든 학교가 나름대로의 교육 과정에 자율성이 보장되고 그 자체가 평가되는 것이 대학 입시 존중되는 형태가 된+된다고 했을 경우에,사교육에 여기에 개입할 수 있는 여지를 잇는 그런 교육이 가능하기 때문에 그렇다고 보는 거거든요. 모든 학교가 나름대로의 교육과정의 자율성이 보장되고 그 자체가 평가되는 것이 대학 입시 존중되는 형태가 된다고 했을 경우에,
speech_S000027_000154,KconfSpeech,meeting,evaluation\speech_data\원천데이터\KconfSpeech_train_D20_wav_0\D20\G02\S000027\000154.wav,clova,OK,1.56,0,1,0,64,b/ 그런데 정부에서는 그 신지식인이라고 하는 걸 내세우면서 또 한편에서는 뭐/ 예전부터 추진돼 왔던 거지만 독학사 내지는 학점 인정 제도 이런 걸 통해 가지고,그런데 정부에서는 그 신지식인이라고 하는 걸 내세우면서 또 한편에서는 뭐 예전부터 추진돼 왔던 거지만 독학사 내지는 학점 인정 제도 이런 걸 통해 가지고.,
speech_S000027_000154,KconfSpeech,meeting,evaluation\speech_data\원천데이터\KconfSpeech_train_D20_wav_0\D20\G02\S000027\000154.wav,azure,OK,9.38,3,2,1,64,b/ 그런데 정부에서는 그 신지식인이라고 하는 걸 내세우면서 또 한편에서는 뭐/ 예전부터 추진돼 왔던 거지만 독학사 내지는 학점 인정 제도 이런 걸 통해 가지고,근데 정부에서는 그 신지기식이라고 하는 걸 내세우면서 또 한편에서는 뭐 예전부터 추진돼왔던 거지만 독학사 내지는 학점인정 뭐 제도 이런 걸 통해가지고.,
speech_S000027_000154,KconfSpeech,meeting,evaluation\speech_data\원천데이터\KconfSpeech_train_D20_wav_0\D20\G02\S000027\000154.wav,whisper,OK,12.5,3,3,2,64,b/ 그런데 정부에서는 그 신지식인이라고 하는 걸 내세우면서 또 한편에서는 뭐/ 예전부터 추진돼 왔던 거지만 독학사 내지는 학점 인정 제도 이런 걸 통해 가지고,그런데 정부에서는 그 신직식이라고 하는 걸 내세우면서 또 한편에서는 예전부터 추진되어 왔던 것이지만 독학사 내지는 학점 인정 제도 이런 걸 통해 가지고,
speech_S000027_000154,KconfSpeech,meeting,evaluation\speech_data\원천데이터\KconfSpeech_train_D20_wav_0\D20\G02\S000027\000154.wav,google,OK,15.62,6,2,2,64,b/ 그런데 정부에서는 그 신지식인이라고 하는 걸 내세우면서 또 한편에서는 뭐/ 예전부터 추진돼 왔던 거지만 독학사 내지는 학점 인정 제도 이런 걸 통해 가지고,근데 정부에서는 그 신지기식인이라고 하는 걸 내세우면서 또 한편에서는 뭐 예전부터 추진되었던 거지만 복학산 의지는 학점 인정 뭐 제도 이런 걸 통해 가지고.,
speech_S000027_000154,KconfSpeech,meeting,evaluation\speech_data\원천데이터\KconfSpeech_train_D20_wav_0\D20\G02\S000027\000154.wav,assemblyai,OK,18.75,7,4,1,64,b/ 그런데 정부에서는 그 신지식인이라고 하는 걸 내세우면서 또 한편에서는 뭐/ 예전부터 추진돼 왔던 거지만 독학사 내지는 학점 인정 제도 이런 걸 통해 가지고,그런데 정부에서는 그 신직이식이라고 하는 걸 내세우면서 또 한편에서는 예전부터 추진되어 왔던 거지만 독학산 의지는 학점 인정 제도 이런 걸 통해서,
speech_S000023_000528,KconfSpeech,meeting,evaluation\speech_data\원천데이터\KconfSpeech_train_D20_wav_0\D20\G02\S000023\000528.wav,clova,OK,6.45,3,1,0,62,지금 현실적으로 평준화를 해 가지고 학교가 있기 때문에 그거를 갑작스럽게 뭐/ 크게 변한다는 것은 또 문제가 있고 또 효율성도 문제가 있고 그렇기 때문에,지금 현실적으로 평준화를 해 가지고 하고 있기 때문에 그거를 갑작스럽게 뭐 크게 변한다는 것은 또 문제가 있고 또 효율성도 문제도 있고 그렇기 때문에.,
speech_S000023_000528,KconfSpeech,meeting,evaluation\speech_data\원천데이터\KconfSpeech_train_D20_wav_0\D20\G02\S000023\000528.wav,azure,OK,8.06,4,1,0,62,지금 현실적으로 평준화를 해 가지고 학교가 있기 때문에 그거를 갑작스럽게 뭐/ 크게 변한다는 것은 또 문제가 있고 또 효율성도 문제가 있고 그렇기 때문에,지금 현실적으로 평균화를 해가지고 하고 있기 때문에 그거를 갑작스럽게 뭐 크게 변한다는 것은 또 문제가 있고 또 효율성도 문제가 있고 그러기 때문에.,
speech_S000023_000528,KconfSpeech,meeting,evaluation\speech_data\원천데이터\KconfSpeech_train_D20_wav_0\D20\G02\S000023\000528.wav,whisper,OK,6.45,2,2,0,62,지금 현실적으로 평준화를 해 가지고 학교가 있기 때문에 그거를 갑작스럽게 뭐/ 크게 변한다는 것은 또 문제가 있고 또 효율성도 문제가 있고 그렇기 때문에,지금 현실적으로 평균화를 해가지고 학교 있기 때문에 그거를 갑작스럽게 크게 변한다는 것은 또 문제가 있고 또 효율성도 문제도 있고 그렇기 때문에,
speech_S000023_000528,KconfSpeech,meeting,evaluation\speech_data\원천데이터\KconfSpeech_train_D20_wav_0\D20\G02\S000023\000528.wav,google,OK,3.23,2,0,0,62,지금 현실적으로 평준화를 해 가지고 학교가 있기 때문에 그거를 갑작스럽게 뭐/ 크게 변한다는 것은 또 문제가 있고 또 효율성도 문제가 있고 그렇기 때문에,지금 현실적으로 평균화를 해 가지고 학교가 있기 때문에 그거를 갑작스럽게 뭐 크게 변한다는 것은 또 문제가 있고 또 효율성도 문제도 있고 그렇기 때문에.,
speech_S000023_000528,KconfSpeech,meeting,evaluation\speech_data\원천데이터\KconfSpeech_train_D20_wav_0\D20\G02\S000023\000528.wav,assemblyai,OK,6.45,2,2,0,62,지금 현실적으로 평준화를 해 가지고 학교가 있기 때문에 그거를 갑작스럽게 뭐/ 크게 변한다는 것은 또 문제가 있고 또 효율성도 문제가 있고 그렇기 때문에,지금 현실적으로 평균화를 해가지고 학교 있기 때문에 그거를 갑작스럽게 크게 변한다는 것은 또 문제가 있고 또 효율성도 문제도 있고 그렇기 때문에,
speech_S000018_000229,KconfSpeech,meeting,evaluation\speech_data\원천데이터\KconfSpeech_train_D20_wav_0\D20\G02\S000018\000229.wav,clova,OK,6.25,1,1,1,48,치료 그다음에 보호 이런 시스템이 학교 내에 혹은 또 교육부 내에 교육청 내에 이런 시스템이 작동이 돼야 됩니다 그런데.,이 치료 그다음에 보호 이런 시스템이 학교 내에 혹은 또 교육부 내에 교육청 내에 이런 시스템이 작동이 돼야 됩니다. 근데.,
speech_S000018_000229,KconfSpeech,meeting,evaluation\speech_data\원천데이터\KconfSpeech_train_D20_wav_0\D20\G02\S000018\000229.wav,azure,OK,6.25,1,1,1,48,치료 그다음에 보호 이런 시스템이 학교 내에 혹은 또 교육부 내에 교육청 내에 이런 시스템이 작동이 돼야 됩니다 그런데.,이 치료 그다음에 보호 이런 시스템이 학교 내에 혹은 또 교육부 내에 교육청 내에 이런 시스템이 작동이 돼야 됩니다. 근데.,
speech_S000018_000229,KconfSpeech,meeting,evaluation\speech_data\원천데이터\KconfSpeech_train_D20_wav_0\D20\G02\S000018\000229.wav,whisper,OK,4.17,1,1,0,48,치료 그다음에 보호 이런 시스템이 학교 내에 혹은 또 교육부 내에 교육청 내에 이런 시스템이 작동이 돼야 됩니다 그런데.,치료 그 다음에 보호 이런 시스템이 학교 내에 혹은 또 교육부 내에 교육청 내에 이런 시스템이 작동이 돼야 됩니다 근데,
speech_S000018_000229,KconfSpeech,meeting,evaluation\speech_data\원천데이터\KconfSpeech_train_D20_wav_0\D20\G02\S000018\000229.wav,google,OK,6.25,1,1,1,48,치료 그다음에 보호 이런 시스템이 학교 내에 혹은 또 교육부 내에 교육청 내에 이런 시스템이 작동이 돼야 됩니다 그런데.,이 치료 그다음에 보호 이런 시스템이 학교 내에 혹은 또 교육부 내에 교육청 내에 이런 시스템이 작동이 돼야 됩니다 근데.,
speech_S000018_000229,KconfSpeech,meeting,evaluation\speech_data\원천데이터\KconfSpeech_train_D20_wav_0\D20\G02\S000018\000229.wav,assemblyai,OK,6.25,0,3,0,48,치료 그다음에 보호 이런 시스템이 학교 내에 혹은 또 교육부 내에 교육청 내에 이런 시스템이 작동이 돼야 됩니다 그런데.,치료 그 다음에 보호 이런 시스템이 학교 내에 혹은 또 교육부 내에 교육청 내에 이런 시스템이 작동이 돼야 됩니다,
speech_S000019_000236,KconfSpeech,meeting,evaluation\speech_data\원천데이터\KconfSpeech_train_D20_wav_0\D20\G02\S000019\000236.wav,clova,OK,0.0,0,0,0,23,사회가 어떤 것이 이렇게 좀 제도적으로 바뀌어야 될까요?,사회가 어떤 것이 이렇게 좀 제도적으로 바뀌어야 될까요?,
speech_S000019_000236,KconfSpeech,meeting,evaluation\speech_data\원천데이터\KconfSpeech_train_D20_wav_0\D20\G02\S000019\000236.wav,azure,OK,0.0,0,0,0,23,사회가 어떤 것이 이렇게 좀 제도적으로 바뀌어야 될까요?,사회가 어떤 것이 이렇게 좀 제도적으로 바뀌어야 될까요?,
speech_S000019_000236,KconfSpeech,meeting,evaluation\speech_data\원천데이터\KconfSpeech_train_D20_wav_0\D20\G02\S000019\000236.wav,whisper,OK,21.74,1,4,0,23,사회가 어떤 것이 이렇게 좀 제도적으로 바뀌어야 될까요?,사회가 어떤 것이 제도적으로 바뀌어야 할까요?,
speech_S000019_000236,KconfSpeech,meeting,evaluation\speech_data\원천데이터\KconfSpeech_train_D20_wav_0\D20\G02\S000019\000236.wav,google,OK,0.0,0,0,0,23,사회가 어떤 것이 이렇게 좀 제도적으로 바뀌어야 될까요?,사회가 어떤 것이 이렇게 좀 제도적으로 바뀌어야 될까요?,
speech_S000019_000236,KconfSpeech,meeting,evaluation\speech_data\원천데이터\KconfSpeech_train_D20_wav_0\D20\G02\S000019\000236.wav,assemblyai,OK,21.74,1,4,0,23,사회가 어떤 것이 이렇게 좀 제도적으로 바뀌어야 될까요?,사회가 어떤 것이 제도적으로 바뀌어야 할까요?,
speech_S000017_000485,KconfSpeech,meeting,evaluation\speech_data\원천데이터\KconfSpeech_train_D20_wav_0\D20\G02\S000017\000485.wav,clova,OK,2.17,0,1,0,46,n/ 입시라는 커다란 관문을 통과하면서 우리 수험생들도 아마도 한 걸음 더 성숙하지 않았을까 하는 생각이 듭니다.,입시라는 커다란 관문을 통과하면서 우리 수험생들도 아마도 한 걸음 더 성숙하지 않았을까 하는 생각이 듭니다.,
speech_S000017_000485,KconfSpeech,meeting,evaluation\speech_data\원천데이터\KconfSpeech_train_D20_wav_0\D20\G02\S000017\000485.wav,azure,OK,2.17,0,1,0,46,n/ 입시라는 커다란 관문을 통과하면서 우리 수험생들도 아마도 한 걸음 더 성숙하지 않았을까 하는 생각이 듭니다.,입시라는 커다란 관문을 통과하면서 우리 수험생들도 아마도 한 걸음 더 성숙하지 않았을까 하는 생각이 듭니다.,
speech_S000017_000485,KconfSpeech,meeting,evaluation\speech_data\원천데이터\KconfSpeech_train_D20_wav_0\D20\G02\S000017\000485.wav,whisper,OK,2.17,0,1,0,46,n/ 입시라는 커다란 관문을 통과하면서 우리 수험생들도 아마도 한 걸음 더 성숙하지 않았을까 하는 생각이 듭니다.,입시라는 커다란 관문을 통과하면서 우리 수험생들도 아마도 한 걸음 더 성숙하지 않았을까 하는 생각이 듭니다.,
speech_S000017_000485,KconfSpeech,meeting,evaluation\speech_data\원천데이터\KconfSpeech_train_D20_wav_0\D20\G02\S000017\000485.wav,google,OK,8.7,3,1,0,46,n/ 입시라는 커다란 관문을 통과하면서 우리 수험생들도 아마도 한 걸음 더 성숙하지 않았을까 하는 생각이 듭니다.,입실현은 커다란 관문을 통과하면서 우리 수험생들도 아마도 한 걸음 더 성숙하지 않았을까 하는 생각이 듭니다.,
speech_S000017_000485,KconfSpeech,meeting,evaluation\speech_data\원천데이터\KconfSpeech_train_D20_wav_0\D20\G02\S000017\000485.wav,assemblyai,OK,2.17,0,1,0,46,n/ 입시라는 커다란 관문을 통과하면서 우리 수험생들도 아마도 한 걸음 더 성숙하지 않았을까 하는 생각이 듭니다.,입시라는 커다란 관문을 통과하면서 우리 수험생들도 아마도 한 걸음 더 성숙하지 않았을까 하는 생각이 듭니다.,
speech_S000027_000026,KconfSpeech,meeting,evaluation\speech_data\원천데이터\KconfSpeech_train_D20_wav_0\D20\G02\S000027\000026.wav,clova,OK,1.59,0,1,0,63,그리고 또 (1)/(하나)의 문제를 지적하자면 교육 정책의 일관성이 없게 됩니다. 기본적인 틀 자체가 없으니까 정권이 바뀔 때마다 교육 정책이 좌지우지하게 되고,그리고 또 하나의 문제를 지적하자면 교육 정책의 일관성이 없게 됩니다. 기본적인 틀 자체가 없으니까 정권이 바뀔 때마다 교육 정책이 좌지우지하게 되고.,
speech_S000027_000026,KconfSpeech,meeting,evaluation\speech_data\원천데이터\KconfSpeech_train_D20_wav_0\D20\G02\S000027\000026.wav,azure,OK,6.35,2,1,1,63,그리고 또 (1)/(하나)의 문제를 지적하자면 교육 정책의 일관성이 없게 됩니다. 기본적인 틀 자체가 없으니까 정권이 바뀔 때마다 교육 정책이 좌지우지하게 되고,그리고 또 하나의 문제를 지적하지 않은 교육정책의 일관성이 없게 됩니다. 기본적인 틀 자체가 없으니까 정권이 바뀔 때마다 교육정책이 좌지우지하게 되고.,
speech_S000027_000026,KconfSpeech,meeting,evaluation\speech_data\원천데이터\KconfSpeech_train_D20_wav_0\D20\G02\S000027\000026.wav,whisper,OK,1.59,0,1,0,63,그리고 또 (1)/(하나)의 문제를 지적하자면 교육 정책의 일관성이 없게 됩니다. 기본적인 틀 자체가 없으니까 정권이 바뀔 때마다 교육 정책이 좌지우지하게 되고,그리고 또 하나의 문제를 지적하자면 교육정책의 일관성이 없게 됩니다. 기본적인 틀 자체가 없으니까 정권이 바뀔 때마다 교육정책이 좌지우지하게 되고,
speech_S000027_000026,KconfSpeech,meeting,evaluation\speech_data\원천데이터\KconfSpeech_train_D20_wav_0\D20\G02\S000027\000026.wav,google,OK,6.35,2,1,1,63,그리고 또 (1)/(하나)의 문제를 지적하자면 교육 정책의 일관성이 없게 됩니다. 기본적인 틀 자체가 없으니까 정권이 바뀔 때마다 교육 정책이 좌지우지하게 되고,그리고 또 하나의 문제를 지적하지 않은 교육 정책의 일관성이 없게 됩니다. 기본적인 틀 자체가 없으니까 정권이 바뀔 때마다 교육 정책이 좌지우지하게 되고.,
speech_S000027_000026,KconfSpeech,meeting,evaluation\speech_data\원천데이터\KconfSpeech_train_D20_wav_0\D20\G02\S000027\000026.wav,assemblyai,OK,1.59,0,1,0,63,그리고 또 (1)/(하나)의 문제를 지적하자면 교육 정책의 일관성이 없게 됩니다. 기본적인 틀 자체가 없으니까 정권이 바뀔 때마다 교육 정책이 좌지우지하게 되고,그리고 또 하나의 문제를 지적하자면 교육정책의 일관성이 없게 됩니다. 기본적인 틀 자체가 없으니까 정권이 바뀔 때마다 교육정책이 좌지우지하게 되고,
speech_S000027_000506,KconfSpeech,meeting,evaluation\speech_data\원천데이터\KconfSpeech_train_D20_wav_0\D20\G02\S000027\000506.wav,clova,OK,10.91,1,5,0,55,뭐/ 여러분들이 뭐/ 언론을 통해서 다 많이 보셨겠지만 지금 그/ (21)/(이십 일) 세기 첨단 과학이라고 하면 크게 (둘)/(두) 가지로 얘기하고 있습니다.,여러분들이 뭐 언론을 통해서 다 많이 보셨겠지만 지금 그 21세기 첨단 과학이라고 하면 크게 2가지로 얘기하고 있습니다.,
speech_S000027_000506,KconfSpeech,meeting,evaluation\speech_data\원천데이터\KconfSpeech_train_D20_wav_0\D20\G02\S000027\000506.wav,azure,OK,7.27,0,4,0,55,뭐/ 여러분들이 뭐/ 언론을 통해서 다 많이 보셨겠지만 지금 그/ (21)/(이십 일) 세기 첨단 과학이라고 하면 크게 (둘)/(두) 가지로 얘기하고 있습니다.,뭐 여러분들이 뭐 언론을 통해서 다 많이 보셨겠지만 지금 그 21세기 첨단과학이라고 하면 크게 두가지로 얘기하고 있습니다.,
speech_S000027_000506,KconfSpeech,meeting,evaluation\speech_data\원천데이터\KconfSpeech_train_D20_wav_0\D20\G02\S000027\000506.wav,whisper,OK,12.73,0,7,0,55,뭐/ 여러분들이 뭐/ 언론을 통해서 다 많이 보셨겠지만 지금 그/ (21)/(이십 일) 세기 첨단 과학이라고 하면 크게 (둘)/(두) 가지로 얘기하고 있습니다.,여러분들이 언론을 통해서 다 많이 보셨겠지만 지금 21세기 첨단과학이라고 하면 크게 두 가지로 얘기하고 있습니다,
speech_S000027_000506,KconfSpeech,meeting,evaluation\speech_data\원천데이터\KconfSpeech_train_D20_wav_0\D20\G02\S000027\000506.wav,google,OK,9.09,0,5,0,55,뭐/ 여러분들이 뭐/ 언론을 통해서 다 많이 보셨겠지만 지금 그/ (21)/(이십 일) 세기 첨단 과학이라고 하면 크게 (둘)/(두) 가지로 얘기하고 있습니다.,여러분들이 뭐 언론을 통해서 다 많이 보셨겠지만 지금 그 21세기 첨단과학이라고 하면 크게 두 가지로 얘기하고 있습니다.,
speech_S000027_000506,KconfSpeech,meeting,evaluation\speech_data\원천데이터\KconfSpeech_train_D20_wav_0\D20\G02\S000027\000506.wav,assemblyai,OK,12.73,0,7,0,55,뭐/ 여러분들이 뭐/ 언론을 통해서 다 많이 보셨겠지만 지금 그/ (21)/(이십 일) 세기 첨단 과학이라고 하면 크게 (둘)/(두) 가지로 얘기하고 있습니다.,여러분들이 언론을 통해서 다 많이 보셨겠지만 지금 21세기 첨단과학이라고 하면 크게 두 가지로 얘기하고 있습니다,
